Fonte; Local; Sexo; Faixa etária; Raça; Previdência; Posição; Atividade;População Ativa; Pessoas ocupadas; Força de trabalho; Taxa de desemprego; Nível da ocupação; Participação; Renda habitual; Escolaridade 
PNADC_012022 ; Ceará ; Homem ;  ; Parda ; Contribuinte ;  ;  ; 541601.26700867 ; 541601.26700867 ; 541601.26700867 ;0;100;100; 2447.39396080969 ; 11.4176696389365 
PNADC_012022 ; Ceará ; Homem ;  ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 14081.41261793 ; 14081.41261793 ; 14081.41261793 ;0;100;100; 845.198877949724 ; 7.29317560388488 
PNADC_012022 ; Ceará ; Homem ;  ; Parda ; Não contribuinte ;  ;  ; 711851.06732833 ; 711851.06732833 ; 711851.06732833 ;0;100;100; 1047.89425941204 ; 9.0179513033873 
PNADC_012022 ; Ceará ; Homem ;  ; Parda ;  ;  ; Serviços domésticos ; 17988.80328057 ; 17988.80328057 ; 17988.80328057 ;0;100;100; 921.560306583466 ; 7.4360485994316 
PNADC_012022 ; Ceará ; Homem ;  ; Parda ;  ;  ;  ; 2305899.96797326 ; 1253452.334337 ; 1387780.38928659 ; 9.67934523261591 ; 54.3584870005747 ; 60.183893861899 ; 1665.02490529019 ; 9.41673015631543 
PNADC_012022 ; Ceará ; Homem ;  ; Preta ; Contribuinte ;  ; Serviços domésticos ; 375.10142182 ; 375.10142182 ; 375.10142182 ;0;100;100;1800;8
PNADC_012022 ; Ceará ; Homem ;  ; Preta ; Contribuinte ;  ;  ; 62430.34391683 ; 62430.34391683 ; 62430.34391683 ;0;100;100; 2045.38974689495 ; 11.2107275897704 
PNADC_012022 ; Ceará ; Homem ;  ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 2442.4838801 ; 2442.4838801 ; 2442.4838801 ;0;100;100; 529.173736560457 ; 4.53536466270993 
PNADC_012022 ; Ceará ; Homem ;  ; Preta ; Não contribuinte ;  ;  ; 91130.31176944 ; 91130.31176944 ; 91130.31176944 ;0;100;100; 1288.82270778492 ; 9.36521051696188 
PNADC_012022 ; Ceará ; Homem ;  ; Preta ;  ;  ; Serviços domésticos ; 2817.58530192 ; 2817.58530192 ; 2817.58530192 ;0;100;100; 698.35716393621 ; 5.11609859286805 
PNADC_012022 ; Ceará ; Homem ;  ; Preta ;  ;  ;  ; 276277.20315251 ; 153560.65568627 ; 170351.34931621 ; 9.85650756353724 ; 55.5820943364269 ; 61.6595750110345 ; 1598.08563601105 ; 9.49849085127739 
PNADC_012022 ; Ceará ; Homem ;  ; Negra ; Contribuinte ;  ; Serviços domésticos ; 4282.49208446 ; 4282.49208446 ; 4282.49208446 ;0;100;100; 1234.72651778777 ; 7.86647900685797 
PNADC_012022 ; Ceará ; Homem ;  ; Negra ; Contribuinte ;  ;  ; 604031.6109255 ; 604031.6109255 ; 604031.6109255 ;0;100;100; 2405.84437817732 ; 11.3964550399908 
PNADC_012022 ; Ceará ; Homem ;  ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 16523.89649803 ; 16523.89649803 ; 16523.89649803 ;0;100;100; 796.003983273478 ; 6.90646084958078 
PNADC_012022 ; Ceará ; Homem ;  ; Negra ; Não contribuinte ;  ;  ; 802981.37909777 ; 802981.37909777 ; 802981.37909777 ;0;100;100; 1075.89609353849 ; 9.05672374636272 
PNADC_012022 ; Ceará ; Homem ;  ; Negra ;  ;  ; Serviços domésticos ; 20806.38858249 ; 20806.38858249 ; 20806.38858249 ;0;100;100; 890.072893590051 ; 7.14050262926645 
PNADC_012022 ; Ceará ; Homem ;  ; Negra ;  ;  ;  ; 2582177.17112577 ; 1407012.99002327 ; 1558131.7386028 ; 9.69871448193722 ; 54.4894055201427 ; 60.3417827415572 ; 1657.62169637553 ; 9.42509988470447 
PNADC_012022 ; Ceará ; Homem ;  ; Não Negra ; Contribuinte ;  ; Serviços domésticos ; 734.91196034 ; 734.91196034 ; 734.91196034 ;0;100;100; 1432.94158366371 ; 11.9882475099112 
PNADC_012022 ; Ceará ; Homem ;  ; Não Negra ; Contribuinte ;  ;  ; 277382.0461194 ; 277382.0461194 ; 277382.0461194 ;0;100;100; 3270.30564146147 ; 12.4883615342314 
PNADC_012022 ; Ceará ; Homem ;  ; Não Negra ; Não contribuinte ;  ; Serviços domésticos ; 2289.76386282 ; 2289.76386282 ; 2289.76386282 ;0;100;100; 659.236459278036 ; 9.36888070490367 
PNADC_012022 ; Ceará ; Homem ;  ; Não Negra ; Não contribuinte ;  ;  ; 270159.91425307 ; 270159.91425307 ; 270159.91425307 ;0;100;100; 1217.12889957463 ; 9.6812088033107 
PNADC_012022 ; Ceará ; Homem ;  ; Não Negra ;  ;  ; Serviços domésticos ; 3024.67582316 ; 3024.67582316 ; 3024.67582316 ;0;100;100; 886.821259820083 ; 10.0053138653693 
PNADC_012022 ; Ceará ; Homem ;  ; Não Negra ;  ;  ;  ; 969537.79901706 ; 547541.96037247 ; 612113.78035428 ; 10.5489897555381 ; 56.4745346625558 ; 63.1345968125075 ; 2276.68850392797 ; 10.4067193509533 
PNADC_012022 ; Ceará ; Homem ;  ;  ; Contribuinte ;  ; Serviços domésticos ; 5017.4040448 ; 5017.4040448 ; 5017.4040448 ;0;100;100; 1263.75958375797 ; 8.47020494632779 
PNADC_012022 ; Ceará ; Homem ;  ;  ; Contribuinte ;  ;  ; 881413.6570449 ; 881413.6570449 ; 881413.6570449 ;0;100;100; 2677.89148351109 ; 11.7389756425042 
PNADC_012022 ; Ceará ; Homem ;  ;  ; Não contribuinte ;  ; Serviços domésticos ; 18813.66036085 ; 18813.66036085 ; 18813.66036085 ;0;100;100; 782.185160684872 ; 7.26850534253135 
PNADC_012022 ; Ceará ; Homem ;  ;  ; Não contribuinte ;  ;  ; 1073141.29335084 ; 1073141.29335084 ; 1073141.29335084 ;0;100;100; 1111.32155310728 ; 9.21739374979964 
PNADC_012022 ; Ceará ; Homem ;  ;  ;  ;  ; Serviços domésticos ; 23831.06440565 ; 23831.06440565 ; 23831.06440565 ;0;100;100; 889.711366377746 ; 7.56132220188501 
PNADC_012022 ; Ceará ; Homem ;  ;  ;  ;  ;  ; 3551714.97014283 ; 1954554.95039574 ; 2170245.51895708 ; 9.93853306813833 ; 55.0313008455501 ; 61.1041577716977 ; 1831.06890984949 ; 9.69966819759949 
PNADC_012022 ; Ceará ; Mulher ;  ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 672.2914092 ; 672.2914092 ; 672.2914092 ;0;100;100;800;12
PNADC_012022 ; Ceará ; Mulher ;  ; Amarela ; Contribuinte ;  ;  ; 3988.48743471 ; 3988.48743471 ; 3988.48743471 ;0;100;100; 1979.72660289228 ; 12.7564364168091 
PNADC_012022 ; Ceará ; Mulher ;  ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 888.68556186 ; 888.68556186 ; 888.68556186 ;0;100;100; 555.278682361714 ; 9.78356829346092 
PNADC_012022 ; Ceará ; Mulher ;  ; Amarela ; Não contribuinte ;  ;  ; 3929.59391086 ; 3929.59391086 ; 3929.59391086 ;0;100;100; 739.265974545133 ; 9.47042675973748 
PNADC_012022 ; Ceará ; Mulher ;  ; Amarela ;  ;  ; Serviços domésticos ; 1560.97697106 ; 1560.97697106 ; 1560.97697106 ;0;100;100; 660.676803247893 ; 10.7381550830231 
PNADC_012022 ; Ceará ; Mulher ;  ; Amarela ;  ;  ;  ; 18762.9116451 ; 7918.08134557 ; 8246.0821975 ; 3.97765683234932 ; 42.2007068803622 ; 43.9488409553615 ; 1391.84761642186 ; 10.0580025030293 
PNADC_012022 ; Ceará ; Mulher ;  ; Branca ; Contribuinte ;  ; Serviços domésticos ; 9728.84718158 ; 9728.84718158 ; 9728.84718158 ;0;100;100; 1240.44252008057 ; 11.0368069927911 
PNADC_012022 ; Ceará ; Mulher ;  ; Branca ; Contribuinte ;  ;  ; 249008.8745877 ; 249008.8745877 ; 249008.8745877 ;0;100;100; 2692.18281994586 ; 13.686946233406 
PNADC_012022 ; Ceará ; Mulher ;  ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 28877.09435063 ; 28877.09435063 ; 28877.09435063 ;0;100;100; 642.746201418482 ; 8.45635852838901 
PNADC_012022 ; Ceará ; Mulher ;  ; Branca ; Não contribuinte ;  ;  ; 167552.10063803 ; 167552.10063803 ; 167552.10063803 ;0;100;100; 1339.63261814303 ; 11.2526535821439 
PNADC_012022 ; Ceará ; Mulher ;  ; Branca ;  ;  ; Serviços domésticos ; 38605.94153221 ; 38605.94153221 ; 38605.94153221 ;0;100;100; 794.138820786161 ; 9.10372985971913 
PNADC_012022 ; Ceará ; Mulher ;  ; Branca ;  ;  ;  ; 1111752.64677461 ; 416560.97522573 ; 472788.71390396 ; 11.892783610239 ; 37.4688539248588 ; 42.5264302518733 ; 2168.94400616269 ; 10.8968652772598 
PNADC_012022 ; Ceará ; Mulher ;  ; Indígena ; Contribuinte ;  ; Serviços domésticos ;0;0;0; NaN ; NaN ; NaN ; NaN ; NaN 
PNADC_012022 ; Ceará ; Mulher ;  ; Indígena ; Contribuinte ;  ;  ; 4666.63970368 ; 4666.63970368 ; 4666.63970368 ;0;100;100; 1379.03596779215 ; 12.7190073324011 
PNADC_012022 ; Ceará ; Mulher ;  ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 1507.1351478 ; 1507.1351478 ; 1507.1351478 ;0;100;100; 714.099683271284 ; 5.92512772967225 
PNADC_012022 ; Ceará ; Mulher ;  ; Indígena ; Não contribuinte ;  ;  ; 4046.51881017 ; 4046.51881017 ; 4046.51881017 ;0;100;100; 1001.37570016601 ; 9.4658556052099 
PNADC_012022 ; Ceará ; Mulher ;  ; Indígena ;  ;  ; Serviços domésticos ; 1507.1351478 ; 1507.1351478 ; 1507.1351478 ;0;100;100; 714.099683271284 ; 5.92512772967225 
PNADC_012022 ; Ceará ; Mulher ;  ; Indígena ;  ;  ;  ; 24517.74366669 ; 8713.15851385 ; 10427.6496075 ; 16.4417789068868 ; 35.5381744433839 ; 42.5310328277356 ; 1203.64499167553 ; 9.5077575332879 
PNADC_012022 ; Ceará ; Mulher ;  ; Parda ; Contribuinte ;  ; Serviços domésticos ; 21113.94023895 ; 21113.94023895 ; 21113.94023895 ;0;100;100; 1329.05464654181 ; 9.41119764488964 
PNADC_012022 ; Ceará ; Mulher ;  ; Parda ; Contribuinte ;  ;  ; 425473.5857492 ; 425473.5857492 ; 425473.5857492 ;0;100;100; 1979.50571419283 ; 12.7214330361608 
PNADC_012022 ; Ceará ; Mulher ;  ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 128749.16183079 ; 128749.16183079 ; 128749.16183079 ;0;100;100; 534.366091718105 ; 8.81610932357161 
PNADC_012022 ; Ceará ; Mulher ;  ; Parda ; Não contribuinte ;  ;  ; 484834.60513215 ; 484834.60513215 ; 484834.60513215 ;0;100;100; 813.253503776195 ; 10.2779559120757 
PNADC_012022 ; Ceará ; Mulher ;  ; Parda ;  ;  ; Serviços domésticos ; 149863.10206974 ; 149863.10206974 ; 149863.10206974 ;0;100;100; 647.708225075785 ; 8.89934709796121 
PNADC_012022 ; Ceará ; Mulher ;  ; Parda ;  ;  ;  ; 2540441.71717553 ; 910308.19088135 ; 1045207.85510512 ; 12.9064916193347 ; 35.8326736931967 ; 41.1427606482224 ; 1374.99557700521 ; 9.96091955418367 
PNADC_012022 ; Ceará ; Mulher ;  ; Preta ; Contribuinte ;  ; Serviços domésticos ; 2306.95734681 ; 2306.95734681 ; 2306.95734681 ;0;100;100; 1048.3451293481 ; 6.5652030401702 
PNADC_012022 ; Ceará ; Mulher ;  ; Preta ; Contribuinte ;  ;  ; 39737.54390689 ; 39737.54390689 ; 39737.54390689 ;0;100;100; 1760.16596898356 ; 13.0668170641363 
PNADC_012022 ; Ceará ; Mulher ;  ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 16719.51087251 ; 16719.51087251 ; 16719.51087251 ;0;100;100; 686.077243751551 ; 9.28678036350047 
PNADC_012022 ; Ceará ; Mulher ;  ; Preta ; Não contribuinte ;  ;  ; 46171.78498632 ; 46171.78498632 ; 46171.78498632 ;0;100;100; 1083.48534943 ; 10.3223403829559 
PNADC_012022 ; Ceará ; Mulher ;  ; Preta ;  ;  ; Serviços domésticos ; 19026.46821932 ; 19026.46821932 ; 19026.46821932 ;0;100;100; 731.671077320749 ; 8.89301434610251 
PNADC_012022 ; Ceará ; Mulher ;  ; Preta ;  ;  ;  ; 231546.68180858 ; 85909.32889321 ; 96533.09801246 ; 11.0053125176597 ; 37.102379624784 ; 41.6905555538317 ; 1408.69168804242 ; 9.70193034191617 
PNADC_012022 ; Ceará ; Mulher ;  ; Negra ; Contribuinte ;  ; Serviços domésticos ; 23420.89758576 ; 23420.89758576 ; 23420.89758576 ;0;100;100; 1301.40477186735 ; 9.11182004976291 
PNADC_012022 ; Ceará ; Mulher ;  ; Negra ; Contribuinte ;  ;  ; 465211.12965609 ; 465211.12965609 ; 465211.12965609 ;0;100;100; 1960.77008600134 ; 12.750757648793 
PNADC_012022 ; Ceará ; Mulher ;  ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 145468.6727033 ; 145468.6727033 ; 145468.6727033 ;0;100;100; 551.371468737013 ; 8.86390166391803 
PNADC_012022 ; Ceará ; Mulher ;  ; Negra ; Não contribuinte ;  ;  ; 531006.39011847 ; 531006.39011847 ; 531006.39011847 ;0;100;100; 836.427210038433 ; 10.2816577622086 
PNADC_012022 ; Ceará ; Mulher ;  ; Negra ;  ;  ; Serviços domésticos ; 168889.57028906 ; 168889.57028906 ; 168889.57028906 ;0;100;100; 656.95902133291 ; 8.89870081887706 
PNADC_012022 ; Ceará ; Mulher ;  ; Negra ;  ;  ;  ; 2771988.39898411 ; 996217.51977456 ; 1141740.95311758 ; 12.7457487572519 ; 35.9387333705891 ; 41.1885184489232 ; 1377.87972168031 ; 9.94011020038594 
PNADC_012022 ; Ceará ; Mulher ;  ; Não Negra ; Contribuinte ;  ; Serviços domésticos ; 10401.13859078 ; 10401.13859078 ; 10401.13859078 ;0;100;100; 1211.97393273196 ; 11.101028150429 
PNADC_012022 ; Ceará ; Mulher ;  ; Não Negra ; Contribuinte ;  ;  ; 257664.00172609 ; 257664.00172609 ; 257664.00172609 ;0;100;100; 2657.37157023137 ; 13.654947903471 
PNADC_012022 ; Ceará ; Mulher ;  ; Não Negra ; Não contribuinte ;  ; Serviços domésticos ; 31272.91506029 ; 31272.91506029 ; 31272.91506029 ;0;100;100; 643.705394466971 ; 8.39211055112266 
PNADC_012022 ; Ceará ; Mulher ;  ; Não Negra ; Não contribuinte ;  ;  ; 175528.21335906 ; 175528.21335906 ; 175528.21335906 ;0;100;100; 1318.23072458133 ; 11.1717980271933 
PNADC_012022 ; Ceará ; Mulher ;  ; Não Negra ;  ;  ; Serviços domésticos ; 41674.05365107 ; 41674.05365107 ; 41674.05365107 ;0;100;100; 786.207749193108 ; 9.06978474177407 
PNADC_012022 ; Ceará ; Mulher ;  ; Não Negra ;  ;  ;  ; 1155033.3020864 ; 433192.21508515 ; 491462.44570896 ; 11.8564971001502 ; 37.5047381147064 ; 42.5496342677916 ; 2135.08510689019 ; 10.8548114427682 
PNADC_012022 ; Ceará ; Mulher ;  ;  ; Contribuinte ;  ; Serviços domésticos ; 33822.03617654 ; 33822.03617654 ; 33822.03617654 ;0;100;100; 1273.90250833473 ; 9.73833998570298 
PNADC_012022 ; Ceará ; Mulher ;  ;  ; Contribuinte ;  ;  ; 722875.13138218 ; 722875.13138218 ; 722875.13138218 ;0;100;100; 2209.06902207326 ; 13.0754700695579 
PNADC_012022 ; Ceará ; Mulher ;  ;  ; Não contribuinte ;  ; Serviços domésticos ; 176741.58776359 ; 176741.58776359 ; 176741.58776359 ;0;100;100; 567.860002298538 ; 8.77723915348615 
PNADC_012022 ; Ceará ; Mulher ;  ;  ; Não contribuinte ;  ;  ; 706534.60347753 ; 706534.60347753 ; 706534.60347753 ;0;100;100; 955.688575865527 ; 10.5039412113609 
PNADC_012022 ; Ceará ; Mulher ;  ;  ;  ;  ; Serviços domésticos ; 210563.62394013 ; 210563.62394013 ; 210563.62394013 ;0;100;100; 682.75172556121 ; 8.93378499752862 
PNADC_012022 ; Ceará ; Mulher ;  ;  ;  ;  ;  ; 3927021.70107051 ; 1429409.73485971 ; 1633203.39882654 ; 12.4781557589983 ; 36.3993337360487 ; 41.588855961283 ; 1608.24820095848 ; 10.2116465320546 
PNADC_012022 ; Ceará ;  ;  ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 672.2914092 ; 672.2914092 ; 672.2914092 ;0;100;100;800;12
PNADC_012022 ; Ceará ;  ;  ; Amarela ; Contribuinte ;  ;  ; 8151.56643434 ; 8151.56643434 ; 8151.56643434 ;0;100;100; 1801.05405693461 ; 11.9266722338173 
PNADC_012022 ; Ceará ;  ;  ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 888.68556186 ; 888.68556186 ; 888.68556186 ;0;100;100; 555.278682361714 ; 9.78356829346092 
PNADC_012022 ; Ceará ;  ;  ; Amarela ; Não contribuinte ;  ;  ; 8663.3663906 ; 8663.3663906 ; 8663.3663906 ;0;100;100; 772.753026002641 ; 6.72781001722087 
PNADC_012022 ; Ceará ;  ;  ; Amarela ;  ;  ; Serviços domésticos ; 1560.97697106 ; 1560.97697106 ; 1560.97697106 ;0;100;100; 660.676803247893 ; 10.7381550830231 
PNADC_012022 ; Ceará ;  ;  ; Amarela ;  ;  ;  ; 35150.05883709 ; 16814.93282494 ; 19785.3622805 ; 15.0132679576335 ; 47.8375666535074 ; 56.2882764213831 ; 1281.43578681765 ; 9.3196282353766 
PNADC_012022 ; Ceará ;  ;  ; Branca ; Contribuinte ;  ; Serviços domésticos ; 10463.75914192 ; 10463.75914192 ; 10463.75914192 ;0;100;100; 1253.96250484538 ; 11.1057254226465 
PNADC_012022 ; Ceará ;  ;  ; Branca ; Contribuinte ;  ;  ; 516757.46083891 ; 516757.46083891 ; 516757.46083891 ;0;100;100; 3024.0054791826 ; 13.1025270168122 
PNADC_012022 ; Ceará ;  ;  ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 31166.85821345 ; 31166.85821345 ; 31166.85821345 ;0;100;100; 643.701425861868 ; 8.52511174140918 
PNADC_012022 ; Ceará ;  ;  ; Branca ; Não contribuinte ;  ;  ; 424807.02468874 ; 424807.02468874 ; 424807.02468874 ;0;100;100; 1276.59388289236 ; 10.3550791760201 
PNADC_012022 ; Ceará ;  ;  ; Branca ;  ;  ; Serviços domésticos ; 41630.61735537 ; 41630.61735537 ; 41630.61735537 ;0;100;100; 799.799372632794 ; 9.17100268209272 
PNADC_012022 ; Ceará ;  ;  ; Branca ;  ;  ;  ; 2039876.69148239 ; 941564.48552765 ; 1057591.81922097 ; 10.9708993190574 ; 46.1579118708107 ; 51.8458700781767 ; 2256.95273837852 ; 10.695585607286 
PNADC_012022 ; Ceará ;  ;  ; Indígena ; Contribuinte ;  ; Serviços domésticos ;0;0;0; NaN ; NaN ; NaN ; NaN ; NaN 
PNADC_012022 ; Ceará ;  ;  ; Indígena ; Contribuinte ;  ;  ; 10137.02057224 ; 10137.02057224 ; 10137.02057224 ;0;100;100; 1427.86119826028 ; 11.572969706738 
PNADC_012022 ; Ceará ;  ;  ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 1507.1351478 ; 1507.1351478 ; 1507.1351478 ;0;100;100; 714.099683271284 ; 5.92512772967225 
PNADC_012022 ; Ceará ;  ;  ; Indígena ; Não contribuinte ;  ;  ; 12217.73653279 ; 12217.73653279 ; 12217.73653279 ;0;100;100; 915.394849453288 ; 9.92909771304171 
PNADC_012022 ; Ceará ;  ;  ; Indígena ;  ;  ; Serviços domésticos ; 1507.1351478 ; 1507.1351478 ; 1507.1351478 ;0;100;100; 714.099683271284 ; 5.92512772967225 
PNADC_012022 ; Ceará ;  ;  ; Indígena ;  ;  ;  ; 49544.35078398 ; 22354.75710503 ; 26199.04456177 ; 14.6733879843452 ; 45.120698427354 ; 52.8799835848114 ; 1147.77858308233 ; 9.67093034069745 
PNADC_012022 ; Ceará ;  ;  ; Parda ; Contribuinte ;  ; Serviços domésticos ; 25021.33090159 ; 25021.33090159 ; 25021.33090159 ;0;100;100; 1305.84997614692 ; 9.15256671195565 
PNADC_012022 ; Ceará ;  ;  ; Parda ; Contribuinte ;  ;  ; 967074.85275787 ; 967074.85275787 ; 967074.85275787 ;0;100;100; 2241.54217027841 ; 11.9937557086295 
PNADC_012022 ; Ceará ;  ;  ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 142830.57444872 ; 142830.57444872 ; 142830.57444872 ;0;100;100; 563.743311145941 ; 8.68443202368605 
PNADC_012022 ; Ceará ;  ;  ; Parda ; Não contribuinte ;  ;  ; 1196685.67246048 ; 1196685.67246048 ; 1196685.67246048 ;0;100;100; 954.022879729832 ; 9.54358157838141 
PNADC_012022 ; Ceará ;  ;  ; Parda ;  ;  ; Serviços domésticos ; 167851.90535031 ; 167851.90535031 ; 167851.90535031 ;0;100;100; 676.147598498243 ; 8.75521643826984 
PNADC_012022 ; Ceará ;  ;  ; Parda ;  ;  ;  ; 4846341.68514879 ; 2163760.52521835 ; 2432988.24439171 ; 11.0657221543901 ; 44.6472961625676 ; 50.2025734555077 ; 1543.69524363752 ; 9.70620435153303 
PNADC_012022 ; Ceará ;  ;  ; Preta ; Contribuinte ;  ; Serviços domésticos ; 2682.05876863 ; 2682.05876863 ; 2682.05876863 ;0;100;100; 1153.46840777778 ; 6.76586768851797 
PNADC_012022 ; Ceará ;  ;  ; Preta ; Contribuinte ;  ;  ; 102167.88782372 ; 102167.88782372 ; 102167.88782372 ;0;100;100; 1934.45379001583 ; 11.9371648481276 
PNADC_012022 ; Ceará ;  ;  ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 19161.99475261 ; 19161.99475261 ; 19161.99475261 ;0;100;100; 665.323242385667 ; 8.71579635542817 
PNADC_012022 ; Ceará ;  ;  ; Preta ; Não contribuinte ;  ;  ; 137302.09675576 ; 137302.09675576 ; 137302.09675576 ;0;100;100; 1222.63814001897 ; 9.69189754287395 
PNADC_012022 ; Ceará ;  ;  ; Preta ;  ;  ; Serviços domésticos ; 21844.05352124 ; 21844.05352124 ; 21844.05352124 ;0;100;100; 727.232526228932 ; 8.42817078004166 
PNADC_012022 ; Ceará ;  ;  ; Preta ;  ;  ;  ; 507823.88496109 ; 239469.98457948 ; 266884.44732867 ; 10.2720345915957 ; 47.1561089722726 ; 52.5545282985496 ; 1531.56384247857 ; 9.59317652817476 
PNADC_012022 ; Ceará ;  ;  ; Negra ; Contribuinte ;  ; Serviços domésticos ; 27703.38967022 ; 27703.38967022 ; 27703.38967022 ;0;100;100; 1291.09740158882 ; 8.90836737005867 
PNADC_012022 ; Ceará ;  ;  ; Negra ; Contribuinte ;  ;  ; 1069242.74058159 ; 1069242.74058159 ; 1069242.74058159 ;0;100;100; 2212.19937467563 ; 11.9883898981482 
PNADC_012022 ; Ceará ;  ;  ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 161992.56920133 ; 161992.56920133 ; 161992.56920133 ;0;100;100; 575.567272404694 ; 8.6877259864454 
PNADC_012022 ; Ceará ;  ;  ; Negra ; Não contribuinte ;  ;  ; 1333987.76921624 ; 1333987.76921624 ; 1333987.76921624 ;0;100;100; 982.034573974123 ; 9.55842546261313 
PNADC_012022 ; Ceará ;  ;  ; Negra ;  ;  ; Serviços domésticos ; 189695.95887155 ; 189695.95887155 ; 189695.95887155 ;0;100;100; 681.945152187118 ; 8.72100272436677 
PNADC_012022 ; Ceará ;  ;  ; Negra ;  ;  ;  ; 5354165.57010988 ; 2403230.50979783 ; 2699872.69172038 ; 10.9872655415292 ; 44.8852482861958 ; 50.4256481494085 ; 1542.47840957424 ; 9.69594275955899 
